sample_index,offset_us,timestamp_us,quat_i,quat_j,quat_k,quat_real,linear_accel_x_mps2,linear_accel_y_mps2,linear_accel_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps
0,17870,317870,0.64642334,-0.179443359,-0.696838379,0.253601074,0.2578125,0.421875,-0.484375,-8.21875,5.21875,1.5,-0.66015625,1.09375,0.544921875
1,31739,331739,0.648803711,-0.178039551,-0.692871094,0.259460449,0.2578125,0.421875,-0.484375,-8.21875,5.21875,1.5,-0.693359375,1.171875,0.806640625
2,31787,331787,0.651245117,-0.176940918,-0.688537598,0.265625,0.609375,0.45703125,-1.1015625,-7.9296875,5.7734375,0.90625,-0.693359375,1.171875,0.806640625
3,31819,331819,0.653625488,-0.176086426,-0.684020996,0.271850586,0.609375,0.45703125,-1.1015625,-7.9296875,5.7734375,0.90625,-0.6328125,1.16015625,0.953125
4,31867,331867,0.655700684,-0.17578125,-0.67956543,0.278015137,0.83984375,0.24609375,-1.18359375,-7.8515625,5.90625,0.796875,-0.6328125,1.16015625,0.953125
5,31899,331899,0.657592773,-0.176025391,-0.675292969,0.283874512,0.83984375,0.24609375,-1.18359375,-7.8515625,5.90625,0.796875,-0.421875,0.953125,1.00585938
6,31946,331946,0.659240723,-0.176757812,-0.671264648,0.289123535,0.30078125,-0.125,-1.04296875,-7.734375,6.046875,0.6953125,-0.421875,0.953125,1.00585938
7,31979,331979,0.660888672,-0.177978516,-0.667114258,0.294189453,0.30078125,-0.125,-1.04296875,-7.734375,6.046875,0.6953125,-0.22265625,0.822265625,1.00390625
8,44812,344812,0.684265137,-0.180297852,-0.613647461,0.350341797,0.30078125,-0.125,-1.04296875,-7.734375,6.046875,0.6953125,-0.4296875,0.861328125,0.85546875
9,52535,352535,0.685302734,-0.178710938,-0.609191895,0.356811523,0.30078125,-0.125,-1.04296875,-7.734375,6.046875,0.6953125,-1.03515625,1.18554688,0.884765625
10,60051,360051,0.686462402,-0.175964355,-0.604003906,0.364685059,0.67578125,0.6015625,-0.046875,-6.921875,7.0078125,-0.0703125,-1.03515625,1.18554688,0.884765625
11,71863,371863,0.687866211,-0.172790527,-0.598815918,0.372131348,0.67578125,0.6015625,-0.046875,-6.921875,7.0078125,-0.0703125,-1.11132812,1.41992188,0.77734375
12,78046,378046,0.689575195,-0.170043945,-0.593322754,0.37890625,-0.12890625,0.13671875,-1.08984375,-6.8046875,7.125,-0.1015625,-1.11132812,1.41992188,0.77734375
13,90833,390833,0.691589355,-0.168945312,-0.588500977,0.383239746,-0.12890625,0.13671875,-1.08984375,-6.8046875,7.125,-0.1015625,-0.107421875,0.98828125,0.619140625
14,100860,400860,0.693908691,-0.16986084,-0.584350586,0.385009766,-1.7421875,-1.49609375,-0.63671875,-6.6875,7.2265625,-0.171875,-0.107421875,0.98828125,0.619140625
15,112875,412875,0.696716309,-0.172302246,-0.580383301,0.384765625,-1.7421875,-1.49609375,-0.63671875,-6.6875,7.2265625,-0.171875,0.87109375,0.63671875,0.486328125
16,118484,418484,0.700073242,-0.17565918,-0.57623291,0.383422852,-2.6171875,-2.1796875,0.87890625,-6.6171875,7.296875,-0.34375,0.87109375,0.63671875,0.486328125
17,132156,432156,0.70324707,-0.178894043,-0.57232666,0.382019043,-2.6171875,-2.1796875,0.87890625,-6.6171875,7.296875,-0.34375,0.919921875,0.62109375,0.482421875
18,139866,439866,0.706115723,-0.18145752,-0.56829834,0.381530762,-1.0546875,-1.58203125,0.63671875,-6.53125,7.3515625,-0.5625,0.919921875,0.62109375,0.482421875
19,152545,452545,0.709106445,-0.183105469,-0.563354492,0.382385254,-1.0546875,-1.58203125,0.63671875,-6.53125,7.3515625,-0.5625,0.34765625,1.078125,0.611328125
20,158507,458507,0.711914062,-0.183837891,-0.558105469,0.38458252,-0.56640625,0.0703125,0.87109375,-6.4453125,7.421875,-0.7578125,0.34765625,1.078125,0.611328125
21,171681,471681,0.713439941,-0.183776855,-0.553955078,0.387817383,-0.56640625,0.0703125,0.87109375,-6.4453125,7.421875,-0.7578125,-0.36328125,0.779296875,0.6171875
22,181253,481253,0.713989258,-0.183410645,-0.55078125,0.391418457,-0.37890625,-0.3125,0.65234375,-6.328125,7.5,-0.8828125,-0.36328125,0.779296875,0.6171875
23,192095,492095,0.714172363,-0.183044434,-0.548217773,0.394836426,-0.37890625,-0.3125,0.65234375,-6.328125,7.5,-0.8828125,-0.357421875,0.421875,0.43359375
24,204013,504013,0.714050293,-0.182922363,-0.546691895,0.397216797,-1.6875,0.11328125,1.32421875,-6.2421875,7.5703125,-0.90625,-0.357421875,0.421875,0.43359375
25,209509,509509,0.713745117,-0.182922363,-0.545959473,0.398742676,-1.6875,0.11328125,1.32421875,-6.2421875,7.5703125,-0.90625,-0.1640625,0.083984375,0.18359375
26,218471,518471,0.713684082,-0.182800293,-0.545349121,0.399780273,-1.46875,-0.57421875,1.6171875,-6.1953125,7.609375,-0.890625,-0.1640625,0.083984375,0.18359375
27,231756,531756,0.713928223,-0.182250977,-0.54473877,0.40045166,-1.46875,-0.57421875,1.6171875,-6.1953125,7.609375,-0.890625,-0.10546875,0.23046875,-0.0234375
28,237612,537612,0.714477539,-0.181396484,-0.544006348,0.400817871,-0.10546875,-0.66015625,1.33984375,-6.1796875,7.6171875,-0.8828125,-0.10546875,0.23046875,-0.0234375
