sample_index,offset_us,timestamp_us,sequence,accel_x_raw,accel_y_raw,accel_z_raw,gyro_x_raw,gyro_y_raw,gyro_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
0,0,300000,0,1088,8464,5473,755,-2055,2036,0.1328125,1.03320312,0.66809082,46.081543,-125.427246,124.267578
1,4992,304992,1,1182,7976,5101,763,-2051,2071,0.144287109,0.973632812,0.622680664,46.5698242,-125.183105,126.403809
2,10000,310000,2,1284,7594,4666,806,-2041,2109,0.156738281,0.927001953,0.569580078,49.1943359,-124.572754,128.723145
3,14992,314992,3,1359,7298,4212,870,-2028,2149,0.165893555,0.890869141,0.514160156,53.1005859,-123.779297,131.164551
4,20000,320000,4,1433,7046,3745,952,-2015,2184,0.174926758,0.860107422,0.45715332,58.1054688,-122.98584,133.300781
5,24992,324992,5,1560,6833,3286,1054,-2000,2205,0.190429688,0.834106445,0.401123047,64.3310547,-122.070312,134.58252
6,30000,330000,6,1732,6683,2854,1172,-1981,2217,0.211425781,0.815795898,0.348388672,71.5332031,-120.910645,135.314941
7,34992,334992,7,1893,6594,2437,1299,-1960,2222,0.231079102,0.804931641,0.297485352,79.284668,-119.628906,135.620117
8,40000,340000,8,2045,6536,2055,1424,-1943,2223,0.249633789,0.797851562,0.250854492,86.9140625,-118.591309,135.681152
9,44992,344992,9,2203,6546,1778,1546,-1924,2219,0.268920898,0.799072266,0.217041016,94.3603516,-117.431641,135.437012
10,50000,350000,10,2367,6758,1757,1651,-1893,2201,0.28894043,0.824951172,0.214477539,100.769043,-115.539551,134.338379
11,54992,354992,11,2528,7196,2041,1708,-1842,2169,0.30859375,0.878417969,0.249145508,104.248047,-112.426758,132.385254
12,60000,360000,12,2684,7790,2528,1706,-1790,2139,0.327636719,0.950927734,0.30859375,104.125977,-109.25293,130.554199
13,64992,364992,13,2864,8406,3121,1651,-1771,2127,0.349609375,1.02612305,0.380981445,100.769043,-108.093262,129.821777
14,70000,370000,14,3074,8942,3710,1548,-1785,2138,0.375244141,1.09155273,0.452880859,94.4824219,-108.947754,130.493164
15,74992,374992,15,3249,9424,4301,1400,-1815,2169,0.396606445,1.15039062,0.525024414,85.4492188,-110.778809,132.385254
16,80000,380000,16,3349,9934,4895,1203,-1846,2196,0.408813477,1.21264648,0.59753418,73.425293,-112.670898,134.033203
17,84992,384992,17,3416,10460,5449,970,-1879,2214,0.416992188,1.27685547,0.665161133,59.2041016,-114.685059,135.131836
18,90000,390000,18,3446,10864,5861,716,-1925,2243,0.420654297,1.32617188,0.715454102,43.7011719,-117.492676,136.901855
19,94992,394992,19,3489,11109,5950,479,-2000,2280,0.42590332,1.3560791,0.726318359,29.2358398,-122.070312,139.160156
