sample_index,offset_us,timestamp_us,quat_i,quat_j,quat_k,quat_real,linear_accel_x_mps2,linear_accel_y_mps2,linear_accel_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps
0,17885,317885,0.79119873,-0.0996704102,-0.282470703,0.533203125,-0.375,-0.56640625,0.21875,-3.3828125,8.7578125,-2.6796875,0.01171875,0.021484375,0.0078125
1,30199,330199,0.791320801,-0.0998535156,-0.282470703,0.532958984,-0.375,-0.56640625,0.21875,-3.3828125,8.7578125,-2.6796875,0.041015625,-0.021484375,0.013671875
2,30247,330247,0.791320801,-0.100036621,-0.282470703,0.532897949,-0.04296875,-0.0234375,0.44921875,-3.328125,8.78125,-2.671875,0.041015625,-0.021484375,0.013671875
3,30279,330279,0.791259766,-0.100097656,-0.282592773,0.532958984,-0.04296875,-0.0234375,0.44921875,-3.328125,8.78125,-2.671875,-0.041015625,-0.021484375,0
4,30326,330326,0.791137695,-0.100036621,-0.282653809,0.53314209,0.18359375,-0.109375,0.171875,-3.328125,8.7890625,-2.6640625,-0.041015625,-0.021484375,0
5,30359,330359,0.79107666,-0.0999145508,-0.282714844,0.533203125,0.18359375,-0.109375,0.171875,-3.328125,8.7890625,-2.6640625,-0.021484375,0.009765625,-0.0234375
6,30406,330406,0.79107666,-0.0997314453,-0.282775879,0.533203125,0.1484375,-0.0703125,0.05078125,-3.328125,8.7890625,-2.65625,-0.021484375,0.009765625,-0.0234375
7,30438,330438,0.791137695,-0.0994873047,-0.282836914,0.533081055,0.1484375,-0.0703125,0.05078125,-3.328125,8.7890625,-2.65625,0.0390625,0.01953125,-0.056640625
8,42475,342475,0.793579102,-0.101196289,-0.285095215,0.527893066,0.1484375,-0.0703125,0.05078125,-3.328125,8.7890625,-2.65625,0.048828125,-0.046875,0.041015625
9,50796,350796,0.793457031,-0.101501465,-0.285217285,0.528015137,0.1484375,-0.0703125,0.05078125,-3.328125,8.7890625,-2.65625,-0.025390625,-0.0546875,0.044921875
10,60024,360024,0.793273926,-0.101745605,-0.285339355,0.528137207,0.0390625,0.28125,-0.02734375,-3.375,8.7421875,-2.734375,-0.025390625,-0.0546875,0.044921875
