sample_index,offset_us,timestamp_us,sequence,accel_x_raw,accel_y_raw,accel_z_raw,gyro_x_raw,gyro_y_raw,gyro_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
0,0,300000,0,-2911,7856,-1946,41,-47,34,-0.35534668,0.958984375,-0.237548828,2.50244141,-2.86865234,2.07519531
1,4992,304992,1,-2874,7867,-1898,24,-49,43,-0.350830078,0.960327148,-0.231689453,1.46484375,-2.99072266,2.62451172
2,10000,310000,2,-2802,7856,-1887,0,-48,49,-0.342041016,0.958984375,-0.23034668,0,-2.9296875,2.99072266
3,14992,314992,3,-2722,7803,-1915,-20,-49,51,-0.332275391,0.952514648,-0.233764648,-1.22070312,-2.99072266,3.11279297
4,20000,320000,4,-2644,7716,-1937,-30,-51,47,-0.322753906,0.941894531,-0.236450195,-1.83105469,-3.11279297,2.86865234
5,24992,324992,5,-2576,7612,-1926,-31,-52,40,-0.314453125,0.929199219,-0.235107422,-1.89208984,-3.17382812,2.44140625
6,30000,330000,6,-2521,7517,-1906,-31,-55,33,-0.307739258,0.917602539,-0.232666016,-1.89208984,-3.35693359,2.01416016
7,34992,334992,7,-2492,7429,-1884,-29,-54,26,-0.304199219,0.906860352,-0.229980469,-1.77001953,-3.29589844,1.58691406
8,40000,340000,8,-2496,7339,-1888,-25,-48,17,-0.3046875,0.895874023,-0.23046875,-1.52587891,-2.9296875,1.03759766
9,44992,344992,9,-2537,7242,-1930,-13,-39,7,-0.309692383,0.884033203,-0.235595703,-0.793457031,-2.38037109,0.427246094
10,50000,350000,10,-2607,7133,-1983,7,-33,-4,-0.318237305,0.870727539,-0.24206543,0.427246094,-2.01416016,-0.244140625
11,54992,354992,11,-2672,7045,-2033,34,-30,-14,-0.326171875,0.859985352,-0.248168945,2.07519531,-1.83105469,-0.854492188
12,60000,360000,12,-2704,6986,-2082,62,-30,-21,-0.330078125,0.852783203,-0.254150391,3.78417969,-1.83105469,-1.28173828
13,64992,364992,13,-2712,6960,-2105,88,-30,-26,-0.331054688,0.849609375,-0.256958008,5.37109375,-1.83105469,-1.58691406
14,70000,370000,14,-2701,6976,-2099,107,-28,-31,-0.329711914,0.8515625,-0.256225586,6.53076172,-1.70898438,-1.89208984
15,74992,374992,15,-2670,6997,-2083,119,-26,-33,-0.325927734,0.854125977,-0.254272461,7.26318359,-1.58691406,-2.01416016
16,80000,380000,16,-2650,7009,-2060,125,-24,-34,-0.323486328,0.85559082,-0.251464844,7.62939453,-1.46484375,-2.07519531
17,84992,384992,17,-2652,7023,-2022,128,-22,-33,-0.323730469,0.857299805,-0.246826172,7.8125,-1.34277344,-2.01416016
18,90000,390000,18,-2671,7056,-1982,124,-25,-33,-0.326049805,0.861328125,-0.241943359,7.56835938,-1.52587891,-2.01416016
19,94992,394992,19,-2689,7112,-1942,113,-34,-33,-0.32824707,0.868164062,-0.237060547,6.89697266,-2.07519531,-2.01416016
20,100000,400000,20,-2687,7182,-1900,93,-44,-33,-0.32800293,0.876708984,-0.231933594,5.67626953,-2.68554688,-2.01416016
21,104992,404992,21,-2671,7275,-1877,64,-56,-33,-0.326049805,0.888061523,-0.229125977,3.90625,-3.41796875,-2.01416016
22,110000,410000,22,-2638,7380,-1873,28,-70,-34,-0.322021484,0.900878906,-0.228637695,1.70898438,-4.27246094,-2.07519531
23,114992,414992,23,-2613,7465,-1879,-7,-80,-36,-0.318969727,0.911254883,-0.229370117,-0.427246094,-4.8828125,-2.19726562
24,120000,420000,24,-2608,7520,-1899,-35,-88,-37,-0.318359375,0.91796875,-0.231811523,-2.13623047,-5.37109375,-2.25830078
25,124992,424992,25,-2618,7556,-1911,-55,-96,-38,-0.319580078,0.922363281,-0.233276367,-3.35693359,-5.859375,-2.31933594
26,130000,430000,26,-2638,7582,-1919,-64,-103,-36,-0.322021484,0.925537109,-0.23425293,-3.90625,-6.28662109,-2.19726562
27,134992,434992,27,-2658,7612,-1942,-68,-106,-35,-0.324462891,0.929199219,-0.237060547,-4.15039062,-6.46972656,-2.13623047
28,140000,440000,28,-2670,7640,-1966,-66,-105,-33,-0.325927734,0.932617188,-0.239990234,-4.02832031,-6.40869141,-2.01416016
29,144992,444992,29,-2674,7665,-1983,-57,-101,-29,-0.326416016,0.935668945,-0.24206543,-3.47900391,-6.16455078,-1.77001953
30,150000,450000,30,-2673,7694,-1992,-45,-98,-23,-0.326293945,0.939208984,-0.243164062,-2.74658203,-5.98144531,-1.40380859
31,154992,454992,31,-2668,7726,-1987,-30,-91,-17,-0.325683594,0.943115234,-0.242553711,-1.83105469,-5.55419922,-1.03759766
32,160000,460000,32,-2657,7763,-1966,-14,-81,-12,-0.32434082,0.947631836,-0.239990234,-0.854492188,-4.94384766,-0.732421875
33,164992,464992,33,-2649,7789,-1959,-1,-67,-6,-0.323364258,0.950805664,-0.239135742,-0.0610351562,-4.08935547,-0.366210938
34,170000,470000,34,-2644,7790,-1970,11,-50,0,-0.322753906,0.950927734,-0.240478516,0.671386719,-3.05175781,0
35,174992,474992,35,-2623,7778,-1977,21,-35,7,-0.32019043,0.949462891,-0.241333008,1.28173828,-2.13623047,0.427246094
36,180000,480000,36,-2627,7753,-1991,26,-22,13,-0.320678711,0.946411133,-0.243041992,1.58691406,-1.34277344,0.793457031
37,184992,484992,37,-2643,7719,-2017,25,-12,19,-0.322631836,0.942260742,-0.24621582,1.52587891,-0.732421875,1.15966797
38,190000,490000,38,-2641,7687,-2050,21,-11,24,-0.322387695,0.938354492,-0.250244141,1.28173828,-0.671386719,1.46484375
39,194992,494992,39,-2644,7648,-2065,16,-15,27,-0.322753906,0.93359375,-0.252075195,0.9765625,-0.915527344,1.64794922
40,200000,500000,40,-2667,7604,-2052,11,-21,29,-0.325561523,0.928222656,-0.250488281,0.671386719,-1.28173828,1.77001953
41,204992,504992,41,-2692,7568,-2022,4,-30,31,-0.328613281,0.923828125,-0.246826172,0.244140625,-1.83105469,1.89208984
42,210000,510000,42,-2723,7532,-1998,-5,-39,32,-0.332397461,0.919433594,-0.243896484,-0.305175781,-2.38037109,1.953125
43,214992,514992,43,-2758,7481,-2002,-12,-49,33,-0.336669922,0.913208008,-0.244384766,-0.732421875,-2.99072266,2.01416016
44,220000,520000,44,-2777,7437,-2005,-12,-63,35,-0.338989258,0.907836914,-0.244750977,-0.732421875,-3.84521484,2.13623047
45,224992,524992,45,-2781,7407,-1999,-10,-80,36,-0.339477539,0.904174805,-0.244018555,-0.610351562,-4.8828125,2.19726562
46,230000,530000,46,-2771,7390,-1982,-8,-94,37,-0.338256836,0.902099609,-0.241943359,-0.48828125,-5.73730469,2.25830078
47,234992,534992,47,-2761,7374,-1961,-8,-101,40,-0.337036133,0.900146484,-0.239379883,-0.48828125,-6.16455078,2.44140625
48,240000,540000,48,-2744,7387,-1961,-8,-107,42,-0.334960938,0.901733398,-0.239379883,-0.48828125,-6.53076172,2.56347656
49,244992,544992,49,-2711,7415,-1969,-7,-109,43,-0.330932617,0.905151367,-0.240356445,-0.427246094,-6.65283203,2.62451172
50,250000,550000,50,-2680,7408,-1965,-3,-107,44,-0.327148438,0.904296875,-0.239868164,-0.183105469,-6.53076172,2.68554688
51,254992,554992,51,-2668,7400,-1957,2,-102,49,-0.325683594,0.903320312,-0.238891602,0.122070312,-6.22558594,2.99072266
52,260000,560000,52,-2655,7408,-1949,5,-97,54,-0.32409668,0.904296875,-0.237915039,0.305175781,-5.92041016,3.29589844
53,264992,564992,53,-2647,7422,-1952,7,-90,57,-0.323120117,0.906005859,-0.23828125,0.427246094,-5.49316406,3.47900391
54,270000,570000,54,-2608,7449,-1963,5,-81,57,-0.318359375,0.909301758,-0.239624023,0.305175781,-4.94384766,3.47900391
