sample_index,offset_us,timestamp_us,quat_i,quat_j,quat_k,quat_real,linear_accel_x_mps2,linear_accel_y_mps2,linear_accel_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps
0,19096,319096,0.581787109,0.604431152,-0.458129883,0.293762207,0.89453125,-0.6484375,-0.80078125,-9.015625,-1.609375,-3.0546875,0.046875,0.451171875,-0.228515625
1,30853,330853,0.58215332,0.605529785,-0.457397461,0.291992188,0.77734375,-0.99609375,-2.29296875,-8.609375,-2,-3.8515625,0.046875,0.451171875,-0.228515625
2,30886,330886,0.582397461,0.606323242,-0.456787109,0.290649414,0.77734375,-0.99609375,-2.29296875,-8.609375,-2,-3.8515625,0.029296875,0.2578125,-0.12109375
3,30933,330933,0.582702637,0.606750488,-0.456481934,0.289672852,0.8125,-1.03515625,-2.11328125,-8.5703125,-2.0390625,-3.9140625,0.029296875,0.2578125,-0.12109375
4,30966,330966,0.582946777,0.606811523,-0.456481934,0.2890625,0.8125,-1.03515625,-2.11328125,-8.5703125,-2.0390625,-3.9140625,0.091796875,0.0703125,-0.009765625
5,31014,331014,0.583190918,0.606567383,-0.456665039,0.288757324,0.796875,-1.171875,-2.08984375,-8.5546875,-2.0546875,-3.9375,0.091796875,0.0703125,-0.009765625
6,31046,331046,0.583374023,0.606079102,-0.457092285,0.288757324,0.796875,-1.171875,-2.08984375,-8.5546875,-2.0546875,-3.9375,0.09765625,-0.095703125,0.0703125
7,33061,333061,0.58001709,0.580200195,-0.476135254,0.316650391,0.796875,-1.171875,-2.08984375,-8.546875,-2.0546875,-3.9375,0.09765625,-0.095703125,0.0703125
8,48037,348037,0.579528809,0.576171875,-0.478942871,0.320678711,0.796875,-1.171875,-2.08984375,-8.546875,-2.0546875,-3.9375,0.20703125,-1.10351562,0.62109375
9,51760,351760,0.578918457,0.571777344,-0.481933594,0.325012207,0.69140625,-1.234375,-1.77734375,-8.90625,-1.7265625,-3.21875,0.20703125,-1.10351562,0.62109375
10,61010,361010,0.578369141,0.567443848,-0.484802246,0.329406738,0.69140625,-1.234375,-1.77734375,-8.90625,-1.7265625,-3.21875,0.20703125,-1.2734375,0.7265625
11,68420,368420,0.577575684,0.56237793,-0.488037109,0.334533691,0.9765625,-1.21875,-1.94921875,-9,-1.625,-3.0078125,0.20703125,-1.2734375,0.7265625
12,80385,380385,0.576660156,0.557312012,-0.491210938,0.33996582,0.9765625,-1.21875,-1.94921875,-9,-1.625,-3.0078125,0.146484375,-1.4453125,0.8203125
13,87858,387858,0.575561523,0.551940918,-0.494445801,0.345825195,1.15234375,-1.19140625,-2.07421875,-9.1015625,-1.5,-2.765625,0.146484375,-1.4453125,0.8203125
14,101621,401621,0.574279785,0.546691895,-0.497497559,0.351867676,1.15234375,-1.19140625,-2.07421875,-9.1015625,-1.5,-2.765625,0.068359375,-1.62304688,0.908203125
15,105885,405885,0.572753906,0.540893555,-0.500854492,0.358520508,1.140625,-1.1875,-1.96484375,-9.203125,-1.3515625,-2.4921875,0.068359375,-1.62304688,0.908203125
16,119406,419406,0.571044922,0.534729004,-0.504333496,0.365600586,1.140625,-1.1875,-1.96484375,-9.203125,-1.3515625,-2.4921875,0.0625,-1.78515625,0.984375
17,125843,425843,0.569213867,0.528442383,-0.507751465,0.372741699,1.15625,-1.234375,-1.703125,-9.296875,-1.1875,-2.1796875,0.0625,-1.78515625,0.984375
18,141208,441208,0.567138672,0.521850586,-0.511291504,0.380249023,1.15625,-1.234375,-1.703125,-9.296875,-1.1875,-2.1796875,0.0234375,-1.9453125,1.046875
19,148381,448381,0.564697266,0.514587402,-0.515136719,0.38848877,1.2890625,-0.84765625,-1.2734375,-9.390625,-1,-1.84375,0.0234375,-1.9453125,1.046875
20,159465,459465,0.562133789,0.507507324,-0.518737793,0.396606445,1.2890625,-0.84765625,-1.2734375,-9.390625,-1,-1.84375,-0.033203125,-2.13085938,1.12109375
21,165859,465859,0.559265137,0.500427246,-0.522277832,0.404968262,1.52734375,-0.62109375,-1.265625,-9.4765625,-0.8046875,-1.46875,-0.033203125,-2.13085938,1.12109375
22,183896,483896,0.555908203,0.492736816,-0.526000977,0.414123535,1.52734375,-0.62109375,-1.265625,-9.4765625,-0.8046875,-1.46875,-0.130859375,-2.30273438,1.1640625
23,188168,488168,0.552429199,0.485046387,-0.529663086,0.423095703,1.75390625,-0.49609375,-1.2890625,-9.546875,-0.5859375,-1.0625,-0.130859375,-2.30273438,1.1640625
24,200223,500223,0.548522949,0.476501465,-0.533569336,0.432861328,1.75390625,-0.49609375,-1.2890625,-9.546875,-0.5859375,-1.0625,-0.119140625,-2.51367188,1.26367188
25,207363,507363,0.544433594,0.467651367,-0.537597656,0.442687988,2.01953125,-0.41796875,-1.08984375,-9.5859375,-0.359375,-0.609375,-0.119140625,-2.51367188,1.26367188
