sample_index,offset_us,timestamp_us,sequence,accel_x_raw,accel_y_raw,accel_z_raw,gyro_x_raw,gyro_y_raw,gyro_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
0,0,300000,0,-7138,-2583,-4230,207,-954,547,-0.871337891,-0.315307617,-0.516357422,12.6342773,-58.2275391,33.3862305
1,4992,304992,1,-7121,-2596,-4197,205,-993,569,-0.869262695,-0.316894531,-0.512329102,12.512207,-60.6079102,34.7290039
2,10000,310000,2,-7081,-2606,-4209,205,-1032,591,-0.864379883,-0.318115234,-0.513793945,12.512207,-62.9882812,36.0717773
3,14992,314992,3,-7036,-2606,-4240,209,-1074,616,-0.858886719,-0.318115234,-0.517578125,12.7563477,-65.5517578,37.5976562
4,20000,320000,4,-7009,-2581,-4256,212,-1116,641,-0.85559082,-0.315063477,-0.51953125,12.9394531,-68.1152344,39.1235352
5,24992,324992,5,-6992,-2538,-4234,213,-1155,666,-0.853515625,-0.309814453,-0.516845703,13.0004883,-70.4956055,40.6494141
6,30000,330000,6,-6977,-2496,-4175,208,-1192,692,-0.85168457,-0.3046875,-0.509643555,12.6953125,-72.7539062,42.2363281
7,34992,334992,7,-6965,-2459,-4130,200,-1230,717,-0.850219727,-0.300170898,-0.504150391,12.2070312,-75.0732422,43.762207
8,40000,340000,8,-6938,-2420,-4100,188,-1271,739,-0.846923828,-0.295410156,-0.500488281,11.4746094,-77.5756836,45.1049805
9,44992,344992,9,-6914,-2385,-4070,171,-1313,762,-0.843994141,-0.291137695,-0.496826172,10.4370117,-80.1391602,46.5087891
10,50000,350000,10,-6909,-2359,-4065,148,-1353,783,-0.843383789,-0.287963867,-0.49621582,9.03320312,-82.5805664,47.7905273
11,54992,354992,11,-6904,-2333,-4051,127,-1396,802,-0.842773438,-0.284790039,-0.494506836,7.75146484,-85.2050781,48.9501953
