sample_index,offset_us,timestamp_us,quat_i,quat_j,quat_k,quat_real,linear_accel_x_mps2,linear_accel_y_mps2,linear_accel_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps
0,31283,331283,0.745117188,-0.106323242,-0.330200195,0.569580078,-0.015625,0.5703125,-0.12890625,-3.6640625,8.90625,-1.3515625,-0.107421875,-0.060546875,0.25390625
1,31331,331331,0.744689941,-0.107299805,-0.329833984,0.570129395,0.0546875,0.5390625,0.4375,-3.6171875,8.9453125,-1.28125,-0.107421875,-0.060546875,0.25390625
2,31363,331363,0.744750977,-0.107971191,-0.329528809,0.57019043,0.0546875,0.5390625,0.4375,-3.6171875,8.9453125,-1.28125,0.10546875,0.029296875,0.087890625
3,31410,331410,0.745239258,-0.108093262,-0.329101562,0.569763184,0.0234375,-0.1640625,0.859375,-3.5859375,8.9609375,-1.28125,0.10546875,0.029296875,0.087890625
4,31442,331442,0.746032715,-0.107788086,-0.328796387,0.568969727,0.0234375,-0.1640625,0.859375,-3.5859375,8.9609375,-1.28125,0.2109375,0.109375,-0.134765625
5,31490,331490,0.746826172,-0.10723877,-0.328918457,0.567993164,-0.58984375,-1.5,-0.14453125,-3.5859375,8.953125,-1.3125,0.2109375,0.109375,-0.134765625
6,31522,331522,0.747375488,-0.106567383,-0.329467773,0.567016602,-0.58984375,-1.5,-0.14453125,-3.5859375,8.953125,-1.3125,0.095703125,-0.0234375,-0.259765625
7,43551,343551,0.751098633,-0.096496582,-0.34185791,0.556518555,-0.58984375,-1.5,-0.14453125,-3.90625,8.796875,-1.4296875,-0.07421875,-0.10546875,-0.234375
8,52217,352217,0.750854492,-0.0958251953,-0.342895508,0.556274414,0.08203125,0.51953125,-0.11328125,-3.953125,8.7734375,-1.421875,-0.07421875,-0.10546875,-0.234375
9,64316,364316,0.750671387,-0.0953979492,-0.34387207,0.555969238,0.08203125,0.51953125,-0.11328125,-3.953125,8.7734375,-1.421875,0,-0.103515625,-0.1796875
10,68436,368436,0.750671387,-0.0950927734,-0.344665527,0.555603027,0.16796875,0.34375,0.0546875,-4,8.7578125,-1.3984375,0,-0.103515625,-0.1796875
11,82822,382822,0.750793457,-0.094909668,-0.345458984,0.554931641,0.16796875,0.34375,0.0546875,-4,8.7578125,-1.3984375,0.115234375,-0.115234375,-0.14453125
12,88790,388790,0.750976562,-0.0949707031,-0.346313477,0.554138184,0.08203125,0.359375,-0.05078125,-4.03125,8.7421875,-1.40625,0.115234375,-0.115234375,-0.14453125
13,102270,402270,0.751159668,-0.0952758789,-0.347167969,0.553344727,0.08203125,0.359375,-0.05078125,-4.03125,8.7421875,-1.40625,0.150390625,-0.17578125,-0.095703125
14,108104,408104,0.751220703,-0.0957641602,-0.347961426,0.55267334,0.10546875,0.4921875,0.03125,-4.0546875,8.7265625,-1.4140625,0.150390625,-0.17578125,-0.095703125
15,122009,422009,0.751098633,-0.0963745117,-0.348815918,0.552185059,0.10546875,0.4921875,0.03125,-4.0546875,8.7265625,-1.4140625,0.05078125,-0.212890625,-0.001953125
16,133362,433362,0.750793457,-0.0971679688,-0.34954834,0.552001953,0.0859375,0.56640625,-0.03515625,-4.0703125,8.7265625,-1.421875,0.05078125,-0.212890625,-0.001953125
17,142630,442630,0.750305176,-0.0980834961,-0.350219727,0.552062988,0.0859375,0.56640625,-0.03515625,-4.0703125,8.7265625,-1.421875,-0.017578125,-0.232421875,0.1171875
18,148809,448809,0.749755859,-0.0993041992,-0.350646973,0.552307129,0.15234375,0.3359375,-0.01953125,-4.0625,8.7265625,-1.3984375,-0.017578125,-0.232421875,0.1171875
19,162626,462626,0.749145508,-0.100708008,-0.350952148,0.55267334,0.15234375,0.3359375,-0.01953125,-4.0625,8.7265625,-1.3984375,-0.03125,-0.251953125,0.248046875
20,168611,468611,0.748474121,-0.102355957,-0.351196289,0.553100586,0.12890625,0.3203125,0.1484375,-4.0390625,8.7421875,-1.375,-0.03125,-0.251953125,0.248046875
21,182414,482414,0.747741699,-0.103942871,-0.351379395,0.553771973,0.12890625,0.3203125,0.1484375,-4.0390625,8.7421875,-1.375,-0.10546875,-0.234375,0.296875
22,188732,488732,0.746765137,-0.10546875,-0.35144043,0.554748535,0.19921875,0.4453125,0.27734375,-3.9921875,8.7734375,-1.3515625,-0.10546875,-0.234375,0.296875
23,202569,502569,0.745727539,-0.106933594,-0.351257324,0.555969238,0.19921875,0.4453125,0.27734375,-3.9921875,8.7734375,-1.3515625,-0.193359375,-0.171875,0.3515625
24,210181,510181,0.744689941,-0.108337402,-0.350952148,0.557189941,0.14453125,0.52734375,0.0390625,-3.9375,8.8046875,-1.3046875,-0.193359375,-0.171875,0.3515625
25,223270,523270,0.743835449,-0.109680176,-0.350585938,0.558349609,0.14453125,0.52734375,0.0390625,-3.9375,8.8046875,-1.3046875,-0.140625,-0.119140625,0.326171875
26,228660,528660,0.743103027,-0.110900879,-0.350158691,0.559326172,-0.02734375,0.3046875,-0.23046875,-3.8828125,8.8359375,-1.265625,-0.140625,-0.119140625,0.326171875
27,242693,542693,0.742492676,-0.112182617,-0.349731445,0.560180664,-0.02734375,0.3046875,-0.23046875,-3.8828125,8.8359375,-1.265625,-0.076171875,-0.111328125,0.32421875
28,248078,548078,0.741882324,-0.113586426,-0.349243164,0.561035156,-0.578125,-0.1796875,-0.453125,-3.828125,8.859375,-1.234375,-0.076171875,-0.111328125,0.32421875
29,262400,562400,0.741333008,-0.114929199,-0.348815918,0.561767578,-0.578125,-0.1796875,-0.453125,-3.828125,8.859375,-1.234375,-0.064453125,-0.099609375,0.328125
30,270267,570267,0.740783691,-0.116394043,-0.348327637,0.5625,-0.3671875,-0.4765625,-0.4375,-3.7734375,8.890625,-1.2109375,-0.064453125,-0.099609375,0.328125
31,282514,582514,0.74029541,-0.117919922,-0.347900391,0.563110352,-0.3671875,-0.4765625,-0.4375,-3.7734375,8.890625,-1.2109375,-0.033203125,-0.146484375,0.328125
32,291577,591577,0.739746094,-0.119567871,-0.347595215,0.563598633,-0.3828125,-0.234375,-0.30078125,-3.71875,8.9140625,-1.1953125,-0.033203125,-0.146484375,0.328125
33,302642,602642,0.739257812,-0.121337891,-0.347412109,0.564025879,-0.3828125,-0.234375,-0.30078125,-3.71875,8.9140625,-1.1953125,0.02734375,-0.201171875,0.318359375
34,309986,609986,0.738830566,-0.12298584,-0.347167969,0.564331055,-0.3984375,-0.2578125,-0.125,-3.6640625,8.9375,-1.1796875,0.02734375,-0.201171875,0.318359375
35,322227,622227,0.738525391,-0.124816895,-0.346923828,0.564453125,-0.3984375,-0.2578125,-0.125,-3.6640625,8.9375,-1.1796875,0.13671875,-0.1796875,0.29296875
36,328181,628181,0.73840332,-0.126586914,-0.346801758,0.564331055,-0.25390625,-0.12109375,0.1796875,-3.6171875,8.953125,-1.1796875,0.13671875,-0.1796875,0.29296875
37,344459,644459,0.738098145,-0.128234863,-0.346740723,0.56439209,-0.25390625,-0.12109375,0.1796875,-3.6171875,8.953125,-1.1796875,0.056640625,-0.185546875,0.275390625
38,348015,648015,0.737792969,-0.129577637,-0.346496582,0.56463623,0.2421875,0.046875,0.37890625,-3.578125,8.9765625,-1.1875,0.056640625,-0.185546875,0.275390625
39,362010,662010,0.737426758,-0.130615234,-0.34588623,0.565246582,0.2421875,0.046875,0.37890625,-3.578125,8.9765625,-1.1875,-0.068359375,0.01171875,0.259765625
40,370570,670570,0.736999512,-0.131347656,-0.345092773,0.566101074,0.12109375,0.0625,0.02734375,-3.53125,9,-1.1796875,-0.068359375,0.01171875,0.259765625
41,383774,683774,0.736572266,-0.132141113,-0.344238281,0.567016602,0.12109375,0.0625,0.02734375,-3.53125,9,-1.1796875,-0.091796875,0.001953125,0.294921875
42,387888,687888,0.73614502,-0.133117676,-0.34362793,0.567687988,-0.43359375,-0.19140625,-0.1875,-3.4765625,9.0234375,-1.15625,-0.091796875,0.001953125,0.294921875
43,401876,701876,0.735778809,-0.134338379,-0.343383789,0.568115234,-0.43359375,-0.19140625,-0.1875,-3.4765625,9.0234375,-1.15625,0.01953125,-0.12890625,0.216796875
44,409580,709580,0.735412598,-0.135559082,-0.343322754,0.56829834,-0.1640625,-0.58984375,-0.00390625,-3.4375,9.0390625,-1.1484375,0.01953125,-0.12890625,0.216796875
45,424029,724029,0.735107422,-0.13671875,-0.343322754,0.56842041,-0.1640625,-0.58984375,-0.00390625,-3.4375,9.0390625,-1.1484375,0.033203125,-0.15625,0.1875
46,427574,727574,0.734802246,-0.137756348,-0.343261719,0.56854248,-0.08203125,-0.4140625,0.2578125,-3.40625,9.0546875,-1.140625,0.033203125,-0.15625,0.1875
47,441188,741188,0.73449707,-0.13873291,-0.343078613,0.568786621,-0.08203125,-0.4140625,0.2578125,-3.40625,9.0546875,-1.140625,0,-0.072265625,0.1796875
48,451735,751735,0.734313965,-0.139587402,-0.342834473,0.569030762,-0.07421875,-0.19140625,0.10546875,-3.375,9.0625,-1.140625,0,-0.072265625,0.1796875
49,463118,763118,0.734008789,-0.140258789,-0.342773438,0.569213867,-0.07421875,-0.19140625,0.10546875,-3.375,9.0625,-1.140625,-0.033203125,-0.0859375,0.107421875
50,467808,767808,0.733764648,-0.14074707,-0.342834473,0.569458008,-0.18359375,-0.08984375,0.05859375,-3.34375,9.078125,-1.1328125,-0.033203125,-0.0859375,0.107421875
51,482204,782204,0.733581543,-0.141052246,-0.342834473,0.569580078,-0.18359375,-0.08984375,0.05859375,-3.34375,9.078125,-1.1328125,0.01953125,-0.029296875,0.0390625
52,488966,788966,0.733642578,-0.141296387,-0.342834473,0.569396973,-0.34375,-0.47265625,-0.1015625,-3.3359375,9.078125,-1.125,0.01953125,-0.029296875,0.0390625
53,503302,803302,0.733825684,-0.141540527,-0.342895508,0.569152832,-0.34375,-0.47265625,-0.1015625,-3.3359375,9.078125,-1.125,0.072265625,-0.04296875,-0.0078125
54,509737,809737,0.733947754,-0.141784668,-0.343139648,0.568725586,-0.3125,-0.55078125,-0.01953125,-3.328125,9.078125,-1.1328125,0.072265625,-0.04296875,-0.0078125
55,522038,822038,0.734130859,-0.141967773,-0.343505859,0.56829834,-0.3125,-0.55078125,-0.01953125,-3.328125,9.078125,-1.1328125,0.08203125,-0.078125,-0.072265625
56,530197,830197,0.73425293,-0.141906738,-0.343994141,0.567871094,0.19921875,-0.16796875,0.1484375,-3.34375,9.078125,-1.1484375,0.08203125,-0.078125,-0.072265625
57,543365,843365,0.734375,-0.141662598,-0.344482422,0.567443848,0.19921875,-0.16796875,0.1484375,-3.34375,9.078125,-1.1484375,0.046875,-0.041015625,-0.1484375
58,548572,848572,0.734558105,-0.141235352,-0.345031738,0.566955566,0.1796875,-0.15234375,0.15625,-3.359375,9.0625,-1.15625,0.046875,-0.041015625,-0.1484375
59,562025,862025,0.734741211,-0.140686035,-0.345458984,0.56652832,0.1796875,-0.15234375,0.15625,-3.359375,9.0625,-1.15625,0.017578125,0.0078125,-0.173828125
60,568786,868786,0.734924316,-0.140014648,-0.34588623,0.566223145,0.2109375,-0.2578125,0.234375,-3.390625,9.0546875,-1.15625,0.017578125,0.0078125,-0.173828125
61,582534,882534,0.735107422,-0.139282227,-0.346252441,0.565979004,0.2109375,-0.2578125,0.234375,-3.390625,9.0546875,-1.15625,-0.015625,0.046875,-0.171875
62,589811,889811,0.735290527,-0.138427734,-0.346557617,0.565795898,0.05078125,-0.08984375,0.12109375,-3.421875,9.0390625,-1.15625,-0.015625,0.046875,-0.171875
63,602274,902274,0.735473633,-0.137634277,-0.346862793,0.565490723,0.05078125,-0.08984375,0.12109375,-3.421875,9.0390625,-1.15625,0.005859375,0.0703125,-0.18359375
64,610230,910230,0.735778809,-0.13671875,-0.347106934,0.565246582,0.08203125,0.03125,0.08984375,-3.453125,9.03125,-1.1640625,0.005859375,0.0703125,-0.18359375
65,623548,923548,0.736083984,-0.135620117,-0.347290039,0.564941406,0.08203125,0.03125,0.08984375,-3.453125,9.03125,-1.1640625,-0.001953125,0.123046875,-0.212890625
66,629006,929006,0.736450195,-0.134521484,-0.347351074,0.564697266,-0.00390625,0.0546875,0.203125,-3.484375,9.0078125,-1.1640625,-0.001953125,0.123046875,-0.212890625
67,641648,941648,0.736938477,-0.133178711,-0.347351074,0.564331055,-0.00390625,0.0546875,0.203125,-3.484375,9.0078125,-1.1640625,0.0234375,0.181640625,-0.22265625
68,648410,948410,0.737548828,-0.131835938,-0.347290039,0.563903809,-0.1171875,0.03125,0.06640625,-3.5234375,8.9921875,-1.1796875,0.0234375,0.181640625,-0.22265625
69,661996,961996,0.73828125,-0.130371094,-0.347167969,0.563415527,-0.1171875,0.03125,0.06640625,-3.5234375,8.9921875,-1.1796875,0.048828125,0.2421875,-0.265625
70,668199,968199,0.739013672,-0.128723145,-0.346984863,0.562927246,-0.15625,-0.2109375,0.05078125,-3.5625,8.96875,-1.203125,0.048828125,0.2421875,-0.265625
71,681667,981667,0.739562988,-0.12701416,-0.346984863,0.56262207,-0.15625,-0.2109375,0.05078125,-3.5625,8.96875,-1.203125,-0.0234375,0.212890625,-0.298828125
72,690576,990576,0.739990234,-0.125244141,-0.347106934,0.56237793,-0.0703125,-0.15625,-0.0078125,-3.609375,8.953125,-1.21875,-0.0234375,0.212890625,-0.298828125
73,701868,1001868,0.74017334,-0.123535156,-0.347290039,0.562316895,-0.0703125,-0.15625,-0.0078125,-3.609375,8.953125,-1.21875,-0.12109375,0.189453125,-0.291015625
74,708069,1008069,0.740356445,-0.121643066,-0.34753418,0.562438965,0.0546875,-0.1328125,0.265625,-3.65625,8.9296875,-1.2265625,-0.12109375,0.189453125,-0.291015625
75,721501,1021501,0.74041748,-0.119750977,-0.347839355,0.562561035,0.0546875,-0.1328125,0.265625,-3.65625,8.9296875,-1.2265625,-0.150390625,0.177734375,-0.310546875
76,727831,1027831,0.740478516,-0.117797852,-0.348144531,0.562683105,0.0625,0.109375,0.05859375,-3.703125,8.9140625,-1.2109375,-0.150390625,0.177734375,-0.310546875
77,742300,1042300,0.740600586,-0.115844727,-0.348388672,0.562744141,0.0625,0.109375,0.05859375,-3.703125,8.9140625,-1.2109375,-0.138671875,0.20703125,-0.3359375
78,747935,1047935,0.740844727,-0.113708496,-0.348632812,0.562744141,0.0390625,0.09765625,-0.109375,-3.7578125,8.890625,-1.1953125,-0.138671875,0.20703125,-0.3359375
79,761377,1061377,0.741088867,-0.111633301,-0.348815918,0.562744141,0.0390625,0.09765625,-0.109375,-3.7578125,8.890625,-1.1953125,-0.111328125,0.2265625,-0.314453125
80,769549,1069549,0.741333008,-0.109680176,-0.348876953,0.562744141,0.25,0.12109375,-0.1484375,-3.8125,8.8671875,-1.1953125,-0.111328125,0.2265625,-0.314453125
81,782329,1082329,0.741577148,-0.107910156,-0.348754883,0.562805176,0.25,0.12109375,-0.1484375,-3.8125,8.8671875,-1.1953125,-0.099609375,0.25,-0.234375
82,787956,1087956,0.741882324,-0.106140137,-0.348449707,0.562988281,0.171875,0.2109375,-0.1875,-3.8515625,8.8515625,-1.1953125,-0.099609375,0.25,-0.234375
83,800181,1100181,0.742126465,-0.104553223,-0.347961426,0.563232422,0.171875,0.2109375,-0.1875,-3.8515625,8.8515625,-1.1953125,-0.126953125,0.287109375,-0.146484375
84,807475,1107475,0.742370605,-0.103027344,-0.347229004,0.563659668,0.28125,0.49609375,-0.1875,-3.8828125,8.8359375,-1.1953125,-0.126953125,0.287109375,-0.146484375
85,822183,1122183,0.742614746,-0.101501465,-0.346069336,0.564331055,0.28125,0.49609375,-0.1875,-3.8828125,8.8359375,-1.1953125,-0.140625,0.37890625,-0.037109375
86,827818,1127818,0.742858887,-0.100036621,-0.344726562,0.565063477,0.171875,0.53515625,-0.0703125,-3.890625,8.8359375,-1.1953125,-0.140625,0.37890625,-0.037109375
87,839318,1139318,0.743103027,-0.0986938477,-0.343078613,0.565979004,0.171875,0.53515625,-0.0703125,-3.890625,8.8359375,-1.1953125,-0.169921875,0.45703125,0.0703125
88,850840,1150840,0.743286133,-0.0975341797,-0.341247559,0.567077637,0.3125,0.6796875,-0.1875,-3.875,8.84375,-1.1953125,-0.169921875,0.45703125,0.0703125
89,861556,1161556,0.743347168,-0.0967407227,-0.339599609,0.568115234,0.3125,0.6796875,-0.1875,-3.875,8.84375,-1.1953125,-0.146484375,0.3125,0.14453125
90,867759,1167759,0.743469238,-0.0963134766,-0.338256836,0.568847656,0.1640625,0.6328125,-0.0625,-3.84375,8.8515625,-1.203125,-0.146484375,0.3125,0.14453125
91,879805,1179805,0.743591309,-0.0961914062,-0.337097168,0.569335938,0.1640625,0.6328125,-0.0625,-3.84375,8.8515625,-1.203125,-0.015625,0.16796875,0.13671875
92,887700,1187700,0.743774414,-0.0961914062,-0.336181641,0.569641113,-0.05859375,0.578125,0.328125,-3.8125,8.8671875,-1.2109375,-0.015625,0.16796875,0.13671875
93,901543,1201543,0.743896484,-0.0960083008,-0.335021973,0.570251465,-0.05859375,0.578125,0.328125,-3.8125,8.8671875,-1.2109375,-0.115234375,0.22265625,0.146484375
94,907300,1207300,0.743774414,-0.0956420898,-0.333618164,0.571350098,-0.04296875,0.37890625,0.17578125,-3.7890625,8.875,-1.2109375,-0.115234375,0.22265625,0.146484375
95,919355,1219355,0.743347168,-0.094909668,-0.331726074,0.573059082,-0.04296875,0.37890625,0.17578125,-3.7890625,8.875,-1.2109375,-0.380859375,0.41796875,0.265625
96,930223,1230223,0.742736816,-0.0940551758,-0.329406738,0.575317383,0.171875,0.3125,-0.33984375,-3.734375,8.90625,-1.1953125,-0.380859375,0.41796875,0.265625
97,940413,1240413,0.742126465,-0.0933227539,-0.326904297,0.577636719,0.171875,0.3125,-0.33984375,-3.734375,8.90625,-1.1953125,-0.349609375,0.40234375,0.34765625
98,950003,1250003,0.741882324,-0.0932617188,-0.324951172,0.579101562,0.30078125,-0.06640625,-1.10546875,-3.671875,8.9375,-1.15625,-0.349609375,0.40234375,0.34765625
99,959731,1259731,0.74206543,-0.0940551758,-0.323425293,0.579589844,0.30078125,-0.06640625,-1.10546875,-3.671875,8.9375,-1.15625,0.13671875,0.05859375,0.291015625
100,967023,1267023,0.742431641,-0.0952758789,-0.322631836,0.579284668,-0.22265625,-0.625,0.15625,-3.609375,8.9609375,-1.15625,0.13671875,0.05859375,0.291015625
101,981103,1281103,0.742858887,-0.0964355469,-0.32232666,0.578796387,-0.22265625,-0.625,0.15625,-3.609375,8.9609375,-1.15625,0.15234375,-0.0546875,0.11328125
102,987291,1287291,0.742980957,-0.0969238281,-0.322143555,0.578613281,-0.22265625,-0.14453125,1.17578125,-3.5703125,8.9765625,-1.1796875,0.15234375,-0.0546875,0.11328125
103,999349,1299349,0.742797852,-0.0967407227,-0.322021484,0.578979492,-0.22265625,-0.14453125,1.17578125,-3.5703125,8.9765625,-1.1796875,-0.1796875,0.0703125,0.001953125
104,1015918,1315918,0.742248535,-0.0960693359,-0.321777344,0.579956055,0.07421875,-0.10546875,-0.0390625,-3.5625,8.9765625,-1.1875,-0.1796875,0.0703125,0.001953125
105,1024210,1324210,0.741394043,-0.0950927734,-0.321350098,0.581420898,0.07421875,-0.10546875,-0.0390625,-3.5625,8.9765625,-1.1875,-0.396484375,0.171875,0.021484375
106,1027196,1327196,0.740600586,-0.0941772461,-0.320739746,0.582885742,0.3046875,-0.49609375,-0.86328125,-3.5625,8.984375,-1.1328125,-0.396484375,0.171875,0.021484375
107,1039242,1339242,0.740234375,-0.0934448242,-0.319946289,0.58392334,0.3046875,-0.49609375,-0.86328125,-3.5625,8.984375,-1.1328125,-0.12890625,0.181640625,0.068359375
108,1047285,1347285,0.740478516,-0.0932617188,-0.319274902,0.58404541,-0.1328125,-0.65625,-0.78515625,-3.546875,8.9921875,-1.09375,-0.12890625,0.181640625,0.068359375
109,1060038,1360038,0.741455078,-0.0936279297,-0.318969727,0.582885742,-0.1328125,-0.65625,-0.78515625,-3.546875,8.9921875,-1.09375,0.4609375,0,-0.037109375
110,1067355,1367355,0.742858887,-0.0942993164,-0.319091797,0.580871582,-0.79296875,-1.078125,-0.05859375,-3.5390625,8.9921875,-1.1328125,0.4609375,0,-0.037109375
111,1079404,1379404,0.74407959,-0.094909668,-0.319824219,0.578857422,-0.79296875,-1.078125,-0.05859375,-3.5390625,8.9921875,-1.1328125,0.4296875,-0.169921875,-0.17578125
112,1090951,1390951,0.744873047,-0.0951538086,-0.320739746,0.577209473,-0.4609375,-0.41015625,0.6796875,-3.5625,8.9765625,-1.21875,0.4296875,-0.169921875,-0.17578125
113,1100873,1400873,0.745361328,-0.0949707031,-0.321716309,0.57611084,-0.4609375,-0.41015625,0.6796875,-3.5625,8.9765625,-1.21875,0.095703125,-0.06640625,-0.2109375
114,1107054,1407054,0.745544434,-0.0944213867,-0.322387695,0.575622559,-0.0390625,0.33984375,0.90234375,-3.6015625,8.953125,-1.25,0.095703125,-0.06640625,-0.2109375
115,1121112,1421112,0.745727539,-0.0939331055,-0.322692871,0.575317383,-0.0390625,0.33984375,0.90234375,-3.6015625,8.953125,-1.25,0.03125,0.0234375,-0.111328125
116,1126874,1426874,0.745910645,-0.0936279297,-0.322814941,0.575012207,0.0625,0.1640625,-0.19921875,-3.625,8.9375,-1.2578125,0.03125,0.0234375,-0.111328125
117,1140741,1440741,0.74609375,-0.0933837891,-0.322814941,0.574768066,0.0625,0.1640625,-0.19921875,-3.625,8.9375,-1.2578125,0.021484375,0.0390625,-0.044921875
118,1146951,1446951,0.74621582,-0.0931396484,-0.322814941,0.574707031,0.0390625,0.125,-0.03125,-3.640625,8.9375,-1.2734375,0.021484375,0.0390625,-0.044921875
119,1160609,1460609,0.746276855,-0.0928955078,-0.322875977,0.574645996,0.0390625,0.125,-0.03125,-3.640625,8.9375,-1.2734375,0.001953125,0,-0.0546875
120,1174519,1474519,0.746276855,-0.0927124023,-0.323120117,0.574523926,-0.18359375,-0.05859375,0.16015625,-3.6484375,8.9296875,-1.2734375,0.001953125,0,-0.0546875
121,1183025,1483025,0.746276855,-0.092590332,-0.323547363,0.57434082,-0.18359375,-0.05859375,0.16015625,-3.6484375,8.9296875,-1.2734375,0.0078125,-0.05859375,-0.078125
122,1186605,1486605,0.74621582,-0.0925292969,-0.323974609,0.574157715,-0.28515625,-0.01953125,0.19921875,-3.6640625,8.9296875,-1.2734375,0.0078125,-0.05859375,-0.078125
123,1199550,1499550,0.746154785,-0.092590332,-0.324401855,0.573974609,-0.28515625,-0.01953125,0.19921875,-3.6640625,8.9296875,-1.2734375,0.0390625,-0.0703125,-0.03515625
124,1206910,1506910,0.746276855,-0.0928344727,-0.324645996,0.573669434,-0.12109375,0.140625,-0.0390625,-3.671875,8.921875,-1.265625,0.0390625,-0.0703125,-0.03515625
125,1220144,1520144,0.746459961,-0.0932006836,-0.324829102,0.573242188,-0.12109375,0.140625,-0.0390625,-3.671875,8.921875,-1.265625,0.126953125,-0.05859375,0.0078125
126,1227609,1527609,0.746704102,-0.0935668945,-0.324951172,0.572753906,0.078125,0.265625,-0.21484375,-3.6796875,8.9140625,-1.28125,0.126953125,-0.05859375,0.0078125
127,1240140,1540140,0.747009277,-0.0938110352,-0.325073242,0.57232666,0.078125,0.265625,-0.21484375,-3.6796875,8.9140625,-1.28125,0.09375,-0.0234375,-0.01171875
128,1254489,1554489,0.747192383,-0.0939331055,-0.325134277,0.571960449,0.23046875,0.33984375,-0.046875,-3.6796875,8.9140625,-1.296875,0.09375,-0.0234375,-0.01171875
129,1262266,1562266,0.747375488,-0.0938720703,-0.325256348,0.571716309,0.23046875,0.33984375,-0.046875,-3.6796875,8.9140625,-1.296875,0.04296875,-0.009765625,-0.048828125
130,1267088,1567088,0.747436523,-0.09375,-0.325439453,0.571472168,0.078125,0.07421875,0.15234375,-3.6796875,8.9140625,-1.3046875,0.04296875,-0.009765625,-0.048828125
131,1280780,1580780,0.747497559,-0.0936279297,-0.325683594,0.571289062,0.078125,0.07421875,0.15234375,-3.6796875,8.9140625,-1.3046875,0.03125,-0.02734375,-0.06640625
132,1286970,1586970,0.747619629,-0.0935668945,-0.32598877,0.570983887,-0.0234375,-0.2265625,0.16015625,-3.6953125,8.90625,-1.3125,0.03125,-0.02734375,-0.06640625
133,1299204,1599204,0.747924805,-0.0936889648,-0.326293945,0.57043457,-0.0234375,-0.2265625,0.16015625,-3.6953125,8.90625,-1.3125,0.14453125,-0.052734375,-0.06640625
