sample_index,offset_us,timestamp_us,quat_i,quat_j,quat_k,quat_real,linear_accel_x_mps2,linear_accel_y_mps2,linear_accel_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps
0,20140,320140,0.213378906,0.894714355,-0.348754883,0.179748535,0.33984375,-0.109375,-0.109375,-2.2578125,-5.34375,-7.53125,0.501953125,-2.49023438,1.40820312
1,31995,331995,0.215576172,0.889892578,-0.352233887,0.193664551,-0.0703125,-0.171875,-0.13671875,-4.4921875,-5.203125,-6.5859375,0.501953125,-2.49023438,1.40820312
2,32027,332027,0.217346191,0.885131836,-0.355407715,0.207397461,-0.0703125,-0.171875,-0.13671875,-4.4921875,-5.203125,-6.5859375,0.388671875,-2.67382812,1.34570312
3,32075,332075,0.218994141,0.880065918,-0.358703613,0.221008301,-0.0078125,-0.52734375,-0.73046875,-4.9765625,-5.1171875,-6.296875,0.388671875,-2.67382812,1.34570312
4,32107,332107,0.22064209,0.874938965,-0.362060547,0.233947754,-0.0078125,-0.52734375,-0.73046875,-4.9765625,-5.1171875,-6.296875,0.46875,-2.5234375,1.296875
5,32154,332154,0.222351074,0.869628906,-0.365356445,0.246704102,0.2109375,-0.26171875,-0.4296875,-5.421875,-5.0390625,-5.984375,0.46875,-2.5234375,1.296875
6,32187,332187,0.223876953,0.864318848,-0.368469238,0.258972168,0.2109375,-0.26171875,-0.4296875,-5.421875,-5.0390625,-5.984375,0.453125,-2.39257812,1.2109375
7,33927,333927,0.231811523,0.795166016,-0.402038574,0.390319824,0.2109375,-0.26171875,-0.4296875,-5.8359375,-4.953125,-5.6640625,0.453125,-2.39257812,1.2109375
8,48252,348252,0.231628418,0.790100098,-0.40411377,0.3984375,0.2109375,-0.26171875,-0.4296875,-5.8359375,-4.953125,-5.6640625,0.345703125,-1.85546875,0.716796875
9,51663,351663,0.231323242,0.784729004,-0.406188965,0.407043457,0.24609375,0.33203125,-0.03125,-7.796875,-4.328125,-3.3984375,0.345703125,-1.85546875,0.716796875
10,63775,363775,0.230895996,0.779968262,-0.407897949,0.414611816,0.24609375,0.33203125,-0.03125,-7.796875,-4.328125,-3.3984375,0.275390625,-1.72265625,0.6328125
11,68137,368137,0.230407715,0.774902344,-0.409729004,0.422485352,0.11328125,0.20703125,0.1171875,-7.96875,-4.2421875,-3.0859375,0.275390625,-1.72265625,0.6328125
12,79181,379181,0.229919434,0.770019531,-0.411560059,0.429931641,0.11328125,0.20703125,0.1171875,-7.96875,-4.2421875,-3.0859375,0.3125,-1.66796875,0.5859375
13,85607,385607,0.229431152,0.765380859,-0.413330078,0.436706543,0.30859375,0.12109375,0.04296875,-8.125,-4.15625,-2.78125,0.3125,-1.66796875,0.5859375
14,100281,400281,0.228942871,0.760498047,-0.415222168,0.443664551,0.30859375,0.12109375,0.04296875,-8.125,-4.15625,-2.78125,0.3203125,-1.59960938,0.546875
15,105531,405531,0.22833252,0.755554199,-0.417114258,0.450622559,0.46875,0.31640625,0.06640625,-8.25,-4.0859375,-2.5,0.3203125,-1.59960938,0.546875
16,120600,420600,0.227600098,0.751037598,-0.418823242,0.456848145,0.46875,0.31640625,0.06640625,-8.25,-4.0859375,-2.5,0.29296875,-1.51953125,0.439453125
17,125842,425842,0.2265625,0.746398926,-0.420654297,0.463256836,0.359375,0.67578125,-0.13671875,-8.3671875,-4.0234375,-2.21875,0.29296875,-1.51953125,0.439453125
18,140432,440432,0.225402832,0.742004395,-0.422302246,0.469360352,0.359375,0.67578125,-0.13671875,-8.3671875,-4.0234375,-2.21875,0.201171875,-1.40820312,0.361328125
19,145111,445111,0.224243164,0.738098145,-0.42364502,0.47479248,0.64453125,0.8046875,0.05078125,-8.4609375,-3.9609375,-1.9453125,0.201171875,-1.40820312,0.361328125
20,158039,458039,0.223144531,0.734375,-0.424743652,0.480102539,0.64453125,0.8046875,0.05078125,-8.4609375,-3.9609375,-1.9453125,0.125,-1.2421875,0.337890625
21,164963,464963,0.222167969,0.731018066,-0.42565918,0.484802246,0.72265625,0.71875,0.19921875,-8.5390625,-3.9140625,-1.7109375,0.125,-1.2421875,0.337890625
22,179871,479871,0.221252441,0.727600098,-0.426452637,0.489624023,0.72265625,0.71875,0.19921875,-8.5390625,-3.9140625,-1.7109375,0.08984375,-1.05664062,0.3359375
