sample_index,offset_us,timestamp_us,quat_i,quat_j,quat_k,quat_real,linear_accel_x_mps2,linear_accel_y_mps2,linear_accel_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps
0,18613,318613,0.754882812,-0.21661377,-0.264648438,0.559631348,0.015625,-0.078125,0.14453125,-1.6953125,9.203125,-2.390625,-0.173828125,-0.12890625,0.298828125
1,32399,332399,0.754882812,-0.21685791,-0.264709473,0.559448242,0.015625,-0.078125,0.14453125,-1.6953125,9.203125,-2.390625,0.0390625,-0.052734375,0.0234375
2,32447,332447,0.754882812,-0.217163086,-0.264831543,0.559387207,0.01171875,-0.39453125,-0.00390625,-1.5078125,9.265625,-2.2578125,0.0390625,-0.052734375,0.0234375
3,32479,332479,0.754760742,-0.217285156,-0.264892578,0.559448242,0.01171875,-0.39453125,-0.00390625,-1.5078125,9.265625,-2.2578125,-0.048828125,-0.025390625,0.025390625
4,32526,332526,0.754577637,-0.217346191,-0.264892578,0.559631348,0.12890625,-0.0859375,0.0703125,-1.5078125,9.265625,-2.2578125,-0.048828125,-0.025390625,0.025390625
5,32558,332558,0.754577637,-0.217407227,-0.264892578,0.559631348,0.12890625,-0.0859375,0.0703125,-1.5078125,9.265625,-2.2578125,0.029296875,0.0078125,-0.001953125
6,32606,332606,0.754760742,-0.217407227,-0.264831543,0.559387207,0.04296875,-0.046875,0.02734375,-1.5,9.265625,-2.25,0.029296875,0.0078125,-0.001953125
7,32638,332638,0.755004883,-0.217468262,-0.264831543,0.559082031,0.04296875,-0.046875,0.02734375,-1.5,9.265625,-2.25,0.076171875,-0.01953125,-0.021484375
8,43490,343490,0.753540039,-0.215698242,-0.264892578,0.561645508,0.04296875,-0.046875,0.02734375,-1.5,9.265625,-2.25,0.001953125,0.03125,-0.015625
9,52084,352084,0.75378418,-0.215637207,-0.264709473,0.561462402,0.04296875,-0.046875,0.02734375,-1.5,9.265625,-2.25,0.056640625,0.03125,-0.005859375
10,57903,357903,0.75390625,-0.215637207,-0.264587402,0.561340332,-0.02734375,-0.1796875,-0.12890625,-1.5078125,9.28125,-2.2109375,0.056640625,0.03125,-0.005859375
11,68433,368433,0.753967285,-0.215576172,-0.264465332,0.561401367,-0.02734375,-0.1796875,-0.12890625,-1.5078125,9.28125,-2.2109375,-0.017578125,0.03125,0.0078125
12,75073,375073,0.753967285,-0.215515137,-0.264282227,0.561401367,-0.07421875,0.05078125,-0.08203125,-1.5,9.28125,-2.21875,-0.017578125,0.03125,0.0078125
13,87027,387027,0.754150391,-0.215576172,-0.264038086,0.561279297,-0.07421875,0.05078125,-0.08203125,-1.5,9.28125,-2.21875,0.087890625,0.02734375,0.0078125
14,95512,395512,0.754577637,-0.215637207,-0.263793945,0.560852051,-0.1484375,-0.0625,-0.07421875,-1.5,9.28125,-2.2265625,0.087890625,0.02734375,0.0078125
15,106970,406970,0.755065918,-0.215759277,-0.26348877,0.560241699,-0.1484375,-0.0625,-0.07421875,-1.5,9.28125,-2.2265625,0.171875,0.03125,0.001953125
16,117231,417231,0.755493164,-0.215942383,-0.263244629,0.559753418,-0.1484375,-0.1328125,0.140625,-1.5,9.2734375,-2.25,0.171875,0.03125,0.001953125
17,127566,427566,0.75579834,-0.216125488,-0.263000488,0.559387207,-0.1484375,-0.1328125,0.140625,-1.5,9.2734375,-2.25,0.080078125,0.005859375,0.033203125
